Fecha,EquipoLocalID,EquipoVisitID,GolesLocal,GolesVisit,Tiros Local,Tiros Visit,Tiros a puerta Local,Tiros a puerta Visit,Posesion Local,Posesion Visit,Pases Local,Pases Visit,Precision de pases Local,Precision de pases Visit,Faltas Local,Faltas Visit,Tarjetas amarillas Local,Tarjetas amarillas Visit,Tarjetas rojas Local,Tarjetas rojas Visit,Fueras de juego Local,Fueras de juego Visit,Saques de esquina Local,Saques de esquina Visit
26/11/23,LEGANES,FERROL,2,2,22,3,5,3,0.6,0.4,543,380,0.85,0.74,13,4,1,2,0,1,3,0,5,2
26/11/23,MIRANDES,OVIEDO,2,1,10,8,6,2,0.34,0.66,304,574,0.75,0.86,7,15,3,3,0,0,1,0,5,2
26/11/23,ELCHE,AMOREBIETA,2,0,11,11,4,4,0.61,0.39,524,330,0.84,0.73,11,18,2,2,0,0,1,3,4,9
26/11/23,TENERIFE,CARTAGENA,1,1,15,7,5,3,0.61,0.39,517,347,0.83,0.73,14,12,3,4,0,0,1,4,6,1
26/11/23,ESPANYOL,ALCORCON,2,0,23,6,9,1,0.66,0.34,611,336,0.88,0.76,16,11,2,0,0,1,1,4,8,2
27/11/23,GIJON,ELDENSE,2,0,17,14,7,3,0.55,0.45,527,433,0.86,0.8,13,16,1,2,0,0,3,2,5,2
1/12/23,OVIEDO,ESPANYOL,2,0,16,7,5,2,0.53,0.47,371,339,0.77,0.69,16,24,5,3,0,0,1,1,7,4
2/12/23,ELDENSE,TENERIFE,0,3,13,4,1,3,0.58,0.42,428,339,0.77,0.7,14,14,1,1,0,0,1,1,9,1
2/12/23,CARTAGENA,GIJON,1,0,19,6,10,1,0.48,0.52,330,362,0.63,0.63,11,11,1,3,0,0,1,3,6,3
2/12/23,ZARAGOZA,LEGANES,1,0,10,5,2,0,0.46,0.54,354,415,0.72,0.76,17,11,2,1,0,0,3,4,4,4
2/12/23,LEVANTE,VALLADOLID,2,1,19,11,7,3,0.4,0.6,285,449,0.77,0.83,16,13,4,3,0,0,1,3,12,6
3/12/23,ANDORRA,HUESCA,1,0,8,7,4,1,0.68,0.32,591,277,0.9,0.77,11,12,2,2,0,0,3,2,6,3
3/12/23,ALCORCON,ELCHE,0,2,10,22,2,9,0.41,0.59,377,545,0.76,0.85,12,11,3,1,1,0,2,2,4,4
3/12/23,FERROL,ALBACETE,5,4,17,18,6,7,0.71,0.29,595,252,0.85,0.63,12,16,2,3,0,1,2,1,2,5
3/12/23,MIRANDES,SANTANDER,0,0,13,12,5,3,0.53,0.47,373,339,0.79,0.77,15,17,4,5,0,0,3,1,9,10
3/12/23,AMOREBIETA,BURGOS,0,1,15,7,3,5,0.58,0.42,465,352,0.8,0.74,10,7,1,0,0,0,2,4,7,6
4/12/23,VILLARREALB,EIBAR,1,0,26,6,8,0,0.6,0.4,580,403,0.87,0.8,10,6,1,0,0,1,1,3,9,0
8/12/23,ALBACETE,VILLARREALB,2,0,18,7,5,1,0.54,0.46,480,423,0.81,0.8,10,9,2,2,0,0,2,0,4,0
8/12/23,ESPANYOL,ZARAGOZA,1,1,8,10,1,2,0.47,0.53,372,406,0.73,0.79,15,17,2,3,1,0,0,1,4,6
9/12/23,VALLADOLID,AMOREBIETA,2,1,12,7,6,3,0.67,0.33,613,302,0.82,0.64,7,18,1,3,0,0,4,1,4,4
9/12/23,GIJON,LEVANTE,0,0,12,8,3,2,0.51,0.49,419,407,0.77,0.8,9,14,6,4,1,0,1,1,5,3
9/12/23,BURGOS,MIRANDES,0,0,11,5,2,1,0.54,0.46,406,356,0.77,0.78,10,10,3,4,0,0,0,3,3,8
10/12/23,ELCHE,CARTAGENA,1,2,12,7,2,4,0.65,0.35,508,284,0.84,0.76,10,18,3,4,0,0,2,2,8,5
10/12/23,SANTANDER,OVIEDO,2,2,10,16,5,3,0.50,0.50,314,306,0.77,0.76,18,14,4,3,0,0,0,3,6,9
10/12/23,EIBAR,ANDORRA,2,2,15,16,4,5,0.37,0.63,339,591,0.76,0.86,14,13,3,3,1,0,4,0,5,1
10/12/23,LEGANES,ELDENSE,1,1,12,6,3,1,0.67,0.33,512,258,0.83,0.6,17,22,3,3,0,0,2,1,8,2
10/12/23,HUESCA,FERROL,1,0,11,11,5,0,0.32,0.68,286,584,0.67,0.85,10,14,1,3,0,0,2,1,3,4
11/12/23,TENERIFE,ALCORCON,1,0,14,11,5,2,0.49,0.51,406,427,0.77,0.74,13,19,1,5,0,0,2,0,3,3
15/12/23,OVIEDO,ELCHE,3,2,11,18,7,5,0.58,0.42,486,362,0.79,0.74,11,16,2,4,0,0,0,0,5,2
16/12/23,ELDENSE,SANTANDER,3,3,13,8,6,4,0.7,0.3,552,241,0.79,0.54,11,7,2,2,0,0,3,3,8,3
16/12/23,ANDORRA,ESPANYOL,1,1,14,6,3,1,0.69,0.31,608,282,0.89,0.74,10,19,1,4,0,0,2,4,6,2
16/12/23,CARTAGENA,BURGOS,0,3,9,10,1,5,0.6,0.4,510,351,0.78,0.75,14,9,5,1,0,0,2,2,2,2
16/12/23,GIJON,LEGANES,1,1,17,8,3,2,0.65,0.35,533,295,0.85,0.68,13,8,3,3,0,0,1,1,9,4
16/12/23,MIRANDES,ALBACETE,2,0,13,11,3,3,0.38,0.62,328,514,0.71,0.78,9,16,2,2,0,0,1,2,2,7
17/12/23,ALCORCON,EIBAR,1,0,6,18,3,7,0.31,0.69,230,484,0.63,0.85,18,9,1,2,0,0,3,1,2,13
17/12/23,LEVANTE,HUESCA,2,1,12,5,6,1,0.64,0.36,528,307,0.86,0.8,21,14,2,3,0,1,3,2,10,0
17/12/23,AMOREBIETA,ZARAGOZA,1,1,18,10,7,6,0.49,0.51,417,416,0.79,0.78,9,12,4,2,0,0,1,1,3,7
17/12/23,FERROL,TENERIFE,3,1,18,5,7,2,0.55,0.45,465,408,0.79,0.75,9,9,2,2,0,0,4,5,8,0
18/12/23,VILLARREALB,VALLADOLID,1,0,11,17,3,5,0.36,0.64,310,524,0.68,0.82,20,10,1,4,0,0,2,1,3,5
19/12/23,SANTANDER,ANDORRA,2,0,17,9,12,3,0.35,0.65,309,577,0.76,0.89,16,14,5,2,0,1,2,0,6,4
19/12/23,ALBACETE,ELDENSE,1,1,9,12,1,2,0.55,0.45,460,386,0.76,0.7,12,15,1,2,0,1,2,1,5,3
19/12/23,ESPANYOL,BURGOS,3,3,14,13,7,6,0.68,0.32,661,310,0.87,0.71,8,12,3,2,0,0,3,0,6,6
19/12/23,ELCHE,MIRANDES,0,0,17,4,1,0,0.61,0.39,560,369,0.85,0.75,13,12,2,3,0,0,3,3,6,1
20/12/23,ZARAGOZA,LEVANTE,2,2,16,9,4,5,0.55,0.45,460,404,0.77,0.72,12,9,2,2,0,0,2,2,5,2
20/12/23,EIBAR,GIJON,1,1,15,7,4,4,0.62,0.38,572,360,0.83,0.73,8,8,3,3,0,0,3,1,6,3
20/12/23,LEGANES,TENERIFE,1,1,5,6,3,3,0.55,0.45,491,411,0.78,0.71,12,12,2,3,0,0,1,2,5,5
21/12/23,VILLARREALB,OVIEDO,1,1,15,12,6,2,0.43,0.57,388,482,0.81,0.86,16,16,1,2,0,1,0,2,1,7
21/12/23,HUESCA,CARTAGENA,3,0,7,12,6,4,0.48,0.52,445,476,0.8,0.81,11,9,0,1,0,0,2,3,4,8
21/12/23,VALLADOLID,FERROL,0,1,15,10,3,2,0.57,0.43,,,,,12,12,1,3,0,0,2,2,7,4
21/12/23,AMOREBIETA,ALCORCON,1,2,7,12,2,5,0.7,0.3,541,237,0.83,0.62,12,19,3,4,0,0,0,2,9,3
12/1/24,EIBAR,SANTANDER,2,0,14,9,5,2,0.59,0.41,516,369,0.82,0.71,18,14,2,1,0,0,5,2,2,6
13/1/24,ALCORCON,MIRANDES,0,0,14,12,2,2,0.52,0.48,393,374,0.79,0.78,10,7,0,1,0,0,3,1,3,3
13/1/24,LEVANTE,ALBACETE,3,2,13,11,8,4,0.55,0.45,438,369,0.8,0.73,19,18,1,0,0,0,0,2,5,3
13/1/24,TENERIFE,ELCHE,0,1,10,7,2,3,0.57,0.43,531,409,0.76,0.72,12,15,4,2,0,0,3,2,4,2
13/1/24,OVIEDO,AMOREBIETA,1,1,15,14,3,4,0.59,0.41,517,375,0.86,0.78,9,11,0,1,0,0,2,1,10,5
13/1/24,BURGOS,VALLADOLID,1,0,7,20,2,2,0.31,0.69,265,555,0.62,0.83,13,10,5,1,0,0,2,1,5,9
13/1/24,FERROL,ESPANYOL,0,0,6,8,1,1,0.53,0.47,437,389,0.81,0.76,11,14,2,3,0,0,2,0,5,8
14/1/24,ANDORRA,LEGANES,2,3,18,6,6,4,0.69,0.31,581,258,0.9,0.74,10,13,4,1,0,0,0,3,6,1
14/1/24,GIJON,HUESCA,0,0,11,9,2,4,0.64,0.36,570,335,0.88,0.78,9,11,2,2,0,0,2,1,7,1
14/1/24,CARTAGENA,VILLARREALB,4,1,19,13,6,2,0.45,0.55,342,421,0.78,0.8,14,12,3,2,0,0,3,2,10,6
15/1/24,ELDENSE,ZARAGOZA,1,1,14,4,4,2,0.45,0.55,286,363,0.68,0.68,13,9,3,4,0,0,2,1,10,1
20/1/24,ALBACETE,ALCORCON,0,1,16,15,2,3,0.65,0.35,496,270,0.84,0.72,19,12,2,4,0,0,0,2,3,2
20/1/24,AMOREBIETA,ELDENSE,0,2,10,12,1,7,0.57,0.43,484,387,0.74,0.69,10,12,1,2,0,0,0,1,7,2
20/1/24,ZARAGOZA,ANDORRA,2,0,11,8,6,3,0.39,0.61,311,502,0.76,0.87,20,9,2,1,0,0,1,1,3,2
20/1/24,TENERIFE,GIJON,1,2,11,11,3,6,0.51,0.49,370,356,0.79,0.77,14,14,2,3,0,0,3,5,2,6
20/1/24,ESPANYOL,VILLARREALB,2,1,9,11,4,3,0.56,0.44,496,404,0.85,0.84,13,11,2,2,0,0,2,2,5,8
20/1/24,FERROL,OVIEDO,1,3,9,17,3,9,0.53,0.47,343,303,0.76,0.71,18,10,2,3,0,0,3,0,7,7
21/1/24,SANTANDER,CARTAGENA,0,2,14,8,3,4,0.71,0.29,,,,,13,20,3,3,2,0,3,1,8,1
21/1/24,MIRANDES,LEVANTE,1,1,15,9,3,2,0.47,0.53,370,430,0.79,0.81,11,18,2,3,0,0,0,2,6,3
21/1/24,HUESCA,EIBAR,2,3,19,14,8,6,0.43,0.57,364,475,0.78,0.84,7,10,1,2,0,0,2,7,7,7
21/1/24,ELCHE,VALLADOLID,0,0,18,3,2,1,0.58,0.42,512,383,0.82,0.7,14,10,2,2,0,0,2,5,3,2
22/1/24,LEGANES,BURGOS,2,0,11,13,5,5,0.4,0.6,403,577,0.78,0.85,12,9,0,2,0,0,1,4,7,4
26/1/24,EIBAR,MIRANDES,1,0,20,11,7,3,0.63,0.37,569,343,0.84,0.73,12,10,1,2,0,0,0,1,6,4
27/1/24,ALCORCON,ZARAGOZA,0,0,9,5,2,1,0.49,0.51,346,374,0.64,0.71,12,8,0,1,0,0,0,1,4,0
27/1/24,CARTAGENA,AMOREBIETA,1,0,10,9,4,3,0.43,0.57,359,460,0.68,0.76,16,15,3,4,0,0,1,1,3,1
27/1/24,OVIEDO,LEGANES,1,0,12,5,6,2,0.64,0.36,555,324,0.86,0.73,12,15,4,2,0,0,1,2,9,3
27/1/24,LEVANTE,TENERIFE,0,0,8,8,2,0,0.45,0.55,350,414,0.69,0.72,15,18,1,1,0,1,2,0,2,4
28/1/24,ELDENSE,ESPANYOL,3,2,13,5,5,1,0.49,0.51,354,374,0.71,0.7,15,15,2,2,0,0,2,1,7,3
28/1/24,ANDORRA,ELCHE,0,1,10,14,5,6,0.51,0.49,382,371,0.81,0.78,13,14,3,3,0,0,5,0,4,5
28/1/24,VILLARREALB,HUESCA,1,1,16,6,5,2,0.67,0.33,592,294,0.86,0.71,13,11,3,3,0,0,2,3,7,1
28/1/24,BURGOS,ALBACETE,2,1,20,9,6,4,0.53,0.47,399,381,0.76,0.68,8,19,1,1,0,0,0,1,6,3
28/1/24,GIJON,FERROL,1,2,12,12,3,4,0.59,0.41,,,,,11,18,1,4,0,0,0,1,2,3
29/1/24,VALLADOLID,SANTANDER,3,1,12,8,7,4,0.53,0.47,416,370,0.81,0.79,17,13,2,2,1,0,4,1,3,2
2/2/24,ELCHE,BURGOS,2,0,16,6,8,2,0.64,0.36,610,344,0.88,0.76,14,8,2,0,0,0,0,3,5,6
3/2/24,ALBACETE,CARTAGENA,1,1,5,11,2,2,0.54,0.46,390,339,0.71,0.67,16,10,3,1,0,0,2,3,3,4
3/2/24,HUESCA,ALCORCON,1,0,11,8,3,4,0.52,0.48,441,415,0.82,0.78,8,15,1,2,0,0,0,1,4,5
3/2/24,MIRANDES,VILLARREALB,3,0,13,4,6,0,0.56,0.44,493,390,0.8,0.77,9,13,1,1,0,0,2,1,5,1
3/2/24,LEGANES,VALLADOLID,0,0,9,10,1,0,0.43,0.57,349,449,0.75,0.79,10,16,2,3,0,0,1,2,3,4
3/2/24,TENERIFE,ANDORRA,0,0,12,9,1,3,0.43,0.57,377,489,0.78,0.86,22,15,5,2,0,0,3,1,6,3
4/2/24,FERROL,EIBAR,1,1,10,6,3,3,0.53,0.47,455,406,0.79,0.77,7,19,5,2,0,0,1,2,2,2
4/2/24,AMOREBIETA,SANTANDER,0,1,10,8,10,8,0.55,0.45,,,,,17,17,3,3,0,0,2,4,4,0
4/2/24,OVIEDO,ELDENSE,1,1,27,7,9,2,0.7,0.3,564,262,0.85,0.67,5,15,1,5,0,1,0,0,16,5
4/2/24,ESPANYOL,LEVANTE,2,1,9,16,3,5,0.42,0.58,375,534,0.82,0.85,19,16,3,3,0,0,1,4,5,6
5/2/24,ZARAGOZA,GIJON,3,0,13,8,5,2,0.42,0.58,250,352,,,15,6,1,3,0,0,2,0,4,4
9/2/24,LEVANTE,LEGANES,0,0,12,11,3,2,0.53,0.47,479,437,0.86,0.84,13,15,1,6,0,0,1,2,6,3
10/2/24,ELDENSE,HUESCA,0,0,8,9,0,4,0.55,0.45,372,306,0.67,0.61,21,10,2,1,0,0,3,2,4,6
10/2/24,AMOREBIETA,ELCHE,1,0,8,19,2,4,0.29,0.71,263,628,0.67,0.87,11,11,0,0,0,0,2,1,0,5
10/2/24,GIJON,OVIEDO,1,0,12,13,5,3,0.40,0.60,,,,,11,9,3,3,0,0,0,0,4,5
10/2/24,SANTANDER,ESPANYOL,2,0,10,9,5,1,0.37,0.63,264,439,0.61,0.75,17,14,1,0,0,0,3,1,7,3
11/2/24,VILLARREALB,TENERIFE,1,0,10,4,3,0,0.56,0.44,490,391,0.8,0.72,12,16,3,6,0,1,2,4,4,1
11/2/24,ALCORCON,ANDORRA,1,0,6,13,1,3,0.25,0.75,222,635,0.69,0.88,17,3,3,1,0,0,3,0,4,6
11/2/24,CARTAGENA,MIRANDES,1,0,6,18,2,4,0.35,0.65,263,462,0.67,0.84,14,7,5,2,0,0,1,2,4,5
11/2/24,EIBAR,ZARAGOZA,1,0,10,13,4,1,0.49,0.51,444,455,0.79,0.79,7,6,2,0,0,0,3,0,3,5
11/2/24,BURGOS,FERROL,2,0,8,16,5,6,0.38,0.62,,,,,11,8,0,1,0,0,1,5,2,8
12/2/24,VALLADOLID,ALBACETE,0,0,18,8,2,3,0.73,0.27,480,134,,,13,18,3,3,0,0,1,5,7,1
16/2/24,ZARAGOZA,CARTAGENA,1,2,20,6,6,4,0.73,0.27,567,221,0.86,0.56,13,12,4,5,0,1,7,1,8,3
17/2/24,ANDORRA,VILLARREALB,1,1,10,5,4,2,0.57,0.43,491,387,0.88,0.8,16,11,4,2,0,0,4,1,8,1
17/2/24,OVIEDO,BURGOS,5,0,19,15,10,4,0.57,0.43,470,364,0.82,0.74,14,5,2,0,0,0,2,1,5,7
17/2/24,GIJON,VALLADOLID,1,1,11,12,4,5,0.48,0.52,411,424,0.79,0.83,9,12,3,3,0,0,3,0,6,9
17/2/24,ESPANYOL,MIRANDES,3,0,18,4,7,0,0.49,0.51,395,416,0.82,0.84,18,13,2,4,0,0,2,2,7,3
18/2/24,ALBACETE,SANTANDER,2,0,14,8,6,2,0.43,0.57,293,383,0.69,0.74,12,14,2,4,0,0,2,0,8,5
18/2/24,FERROL,LEVANTE,0,0,6,14,1,3,0.4,0.6,332,501,0.69,0.84,11,18,1,3,1,0,1,6,1,4
18/2/24,LEGANES,ALCORCON,3,0,12,16,6,5,0.61,0.39,442,290,0.82,0.74,23,15,3,5,0,0,0,1,5,3
18/2/24,HUESCA,AMOREBIETA,0,0,15,7,5,2,0.59,0.41,496,364,0.84,0.76,10,10,2,1,0,0,3,1,9,0
18/2/24,ELCHE,EIBAR,0,0,30,8,5,3,0.69,0.31,566,274,0.84,0.7,11,13,4,4,0,0,1,0,9,3
19/2/24,TENERIFE,ELDENSE,1,0,16,6,5,0,0.49,0.51,406,417,0.79,0.76,13,14,3,1,0,0,3,2,3,3
23/2/24,VALLADOLID,OVIEDO,3,0,13,11,4,3,0.47,0.53,384,442,0.78,0.8,20,9,1,1,0,0,0,2,6,5
24/2/24,SANTANDER,LEGANES,2,1,10,9,3,5,0.42,0.58,352,486,0.73,0.78,14,16,1,4,0,0,0,4,6,5
24/2/24,EIBAR,ESPANYOL,2,3,12,8,4,4,0.55,0.45,557,471,0.81,0.78,14,13,1,2,0,0,2,1,6,3
24/2/24,VILLARREALB,ZARAGOZA,0,0,14,7,3,1,0.42,0.58,349,467,0.73,0.82,15,7,1,2,0,0,2,4,3,6
25/2/24,ELDENSE,FERROL,2,0,10,10,3,2,0.32,0.68,286,588,0.6,0.78,14,13,3,1,0,0,1,1,4,1
25/2/24,ALCORCON,TENERIFE,1,1,6,12,2,4,0.46,0.54,286,336,0.55,0.64,13,9,2,3,0,0,1,2,3,4
25/2/24,BURGOS,GIJON,1,0,11,7,3,4,0.39,0.61,,,,,17,7,6,2,0,0,0,1,3,5
25/2/24,CARTAGENA,ELCHE,0,1,5,25,3,6,0.36,0.64,,,,,9,18,2,0,0,0,3,1,5,13
25/2/24,AMOREBIETA,ALBACETE,1,1,21,10,5,0,0.58,0.42,488,373,0.79,0.72,9,17,3,6,0,0,1,1,6,4
26/2/24,MIRANDES,HUESCA,0,3,8,10,0,6,0.49,0.51,354,359,0.72,0.73,8,19,3,4,0,0,3,1,4,5
1/3/24,GIJON,ALBACETE,2,1,20,6,6,3,0.64,0.36,,,,,8,12,3,1,0,1,1,3,10,1
2/3/24,ELDENSE,VILLARREALB,2,0,16,9,6,1,0.38,0.62,313,493,0.66,0.79,14,13,3,1,0,0,2,2,2,4
2/3/24,ESPANYOL,HUESCA,0,0,12,2,3,1,0.57,0.43,,,,,19,16,2,5,0,0,2,1,4,1
2/3/24,FERROL,SANTANDER,2,2,13,8,7,3,0.61,0.39,,,,,19,18,3,4,0,1,1,0,7,4
2/3/24,OVIEDO,LEVANTE,3,2,18,12,6,3,0.68,0.32,561,276,0.86,0.73,12,15,0,0,0,0,0,0,13,5
2/3/24,BURGOS,CARTAGENA,3,0,18,8,7,1,0.55,0.45,445,376,0.81,0.73,13,8,3,1,1,0,2,0,6,1
3/3/24,ANDORRA,VALLADOLID,2,1,15,9,6,2,0.55,0.45,472,403,0.8,0.77,13,16,2,3,0,0,3,2,8,7
3/3/24,TENERIFE,MIRANDES,2,1,17,8,5,3,0.54,0.46,422,369,0.76,0.71,15,11,4,4,0,0,0,0,9,4
3/3/24,ZARAGOZA,AMOREBIETA,0,1,8,7,4,3,0.62,0.38,513,327,0.79,0.66,15,12,3,1,0,0,4,2,4,1
3/3/24,LEGANES,EIBAR,0,2,26,9,2,3,0.57,0.43,502,392,0.81,0.75,10,14,2,3,0,1,1,0,7,4
4/3/24,ELCHE,ALCORCON,3,0,17,7,6,1,0.65,0.35,508,278,0.87,0.7,14,15,1,3,0,0,1,1,5,0
8/3/24,HUESCA,ANDORRA,2,0,18,8,9,1,0.52,0.48,471,438,0.84,0.82,16,4,4,0,0,1,3,1,8,4
9/3/24,ALBACETE,OVIEDO,1,2,12,17,3,8,0.54,0.46,435,381,0.77,0.75,20,10,6,0,0,0,2,0,7,6
9/3/24,MIRANDES,ELDENSE,3,1,8,11,4,3,0.44,0.56,356,446,0.69,0.71,12,13,2,0,0,0,1,0,2,6
9/3/24,VALLADOLID,ZARAGOZA,2,0,12,5,3,3,0.52,0.48,412,397,0.73,0.71,9,16,1,4,0,0,1,3,4,3
9/3/24,CARTAGENA,FERROL,2,1,12,11,5,4,0.43,0.57,360,467,0.73,0.78,10,12,2,4,0,0,1,2,5,5
10/3/24,SANTANDER,TENERIFE,4,2,19,6,8,3,0.52,0.48,,,,,14,16,3,5,0,1,1,4,8,3
10/3/24,LEVANTE,GIJON,1,0,19,13,3,2,0.42,0.58,355,490,0.8,0.87,15,9,2,1,1,0,2,1,7,4
10/3/24,VILLARREALB,ELCHE,0,1,14,13,6,3,0.44,0.56,389,484,0.81,0.84,13,17,2,5,0,0,2,2,8,4
10/3/24,EIBAR,BURGOS,0,1,12,9,3,2,0.71,0.29,669,283,0.82,0.66,12,10,2,4,0,0,3,1,9,2
10/3/24,ALCORCON,ESPANYOL,1,1,15,13,5,2,0.37,0.63,279,456,0.65,0.79,11,13,2,4,1,1,0,2,4,6
11/3/24,AMOREBIETA,LEGANES,0,1,13,4,1,2,0.66,0.34,545,308,0.82,0.74,9,8,2,1,0,1,4,3,8,1
13/3/24,LEVANTE,ANDORRA,0,0,6,11,2,3,0.45,0.55,429,517,0.85,0.85,17,11,2,1,0,0,3,1,7,4
15/3/24,ELDENSE,CARTAGENA,0,0,16,8,4,2,0.58,0.42,361,275,0.67,0.54,19,8,4,1,0,0,2,3,9,1
16/3/24,BURGOS,LEVANTE,1,1,18,11,11,2,0.42,0.58,327,419,0.73,0.78,8,12,4,3,0,0,3,2,7,8
16/3/24,EIBAR,VILLARREALB,2,0,12,11,8,3,0.53,0.47,487,445,0.78,0.77,11,13,1,3,0,0,1,1,7,4
16/3/24,OVIEDO,SANTANDER,1,1,14,16,6,5,0.62,0.38,,,,,6,15,2,3,1,1,5,2,8,6
16/3/24,TENERIFE,HUESCA,0,0,20,6,2,2,0.63,0.37,539,323,0.85,0.74,10,7,2,2,0,0,2,3,8,5
16/3/24,GIJON,ALCORCON,1,0,11,10,3,2,0.61,0.39,429,273,0.82,0.71,12,11,2,2,0,0,0,1,12,4
17/3/24,LEGANES,MIRANDES,4,0,12,9,7,3,0.49,0.51,445,467,0.83,0.83,3,9,0,2,0,0,2,2,8,3
17/3/24,FERROL,VALLADOLID,2,0,17,7,6,1,0.51,0.49,388,366,0.75,0.74,20,15,1,1,0,1,2,2,8,4
17/3/24,ELCHE,ALBACETE,3,2,22,7,7,2,0.68,0.32,561,277,0.86,0.7,11,19,2,2,0,0,1,1,9,3
17/3/24,ZARAGOZA,ESPANYOL,0,1,14,6,2,1,0.6,0.4,461,311,0.83,0.72,13,22,1,4,0,0,3,2,8,3
18/3/24,ANDORRA,AMOREBIETA,0,1,21,6,5,3,0.69,0.31,691,319,0.91,0.78,12,7,3,2,0,0,1,0,4,4
23/3/24,ALCORCON,OVIEDO,1,0,11,11,6,2,0.3,0.7,243,566,0.73,0.9,17,8,2,2,0,0,2,2,3,3
23/3/24,VILLARREALB,LEGANES,1,2,7,19,3,9,0.51,0.49,482,458,0.81,0.82,10,16,2,2,0,0,0,1,3,3
23/3/24,CARTAGENA,ANDORRA,1,0,6,20,3,2,0.32,0.68,254,530,0.62,0.86,9,13,0,2,0,0,4,1,6,6
23/3/24,ESPANYOL,TENERIFE,1,1,22,9,8,2,0.67,0.33,492,254,0.88,0.73,10,19,4,4,0,0,2,0,10,2
24/3/24,AMOREBIETA,GIJON,3,1,12,11,3,4,0.34,0.66,297,569,0.78,0.88,13,12,1,1,0,0,0,2,3,6
24/3/24,VALLADOLID,EIBAR,3,1,19,4,5,2,0.67,0.33,593,312,0.92,0.79,10,9,2,1,0,1,1,2,9,3
24/3/24,HUESCA,BURGOS,3,0,16,12,7,0,0.41,0.59,343,501,0.74,0.84,12,9,0,0,0,0,0,2,4,3
24/3/24,MIRANDES,ZARAGOZA,0,0,8,10,1,3,0.46,0.54,359,416,0.75,0.81,11,9,3,2,0,0,4,1,5,3
24/3/24,LEVANTE,ELCHE,3,2,9,19,3,7,0.46,0.54,389,463,0.77,0.83,14,13,3,2,0,0,6,0,2,3
24/3/24,SANTANDER,ELDENSE,2,1,16,17,10,6,0.52,0.48,377,337,0.75,0.75,15,17,1,5,0,0,1,4,11,6
25/3/24,ALBACETE,FERROL,1,1,9,16,4,5,0.48,0.52,374,392,0.73,0.73,14,9,1,1,0,0,1,2,5,3
29/3/24,BURGOS,ESPANYOL,0,0,14,10,5,2,0.48,0.52,375,387,0.76,0.8,12,13,4,3,0,0,4,1,5,7
30/3/24,VALLADOLID,LEVANTE,0,0,11,9,3,1,0.59,0.41,477,342,0.81,0.75,12,21,1,2,0,0,2,4,5,4
30/3/24,EIBAR,ELDENSE,5,1,17,11,7,5,0.65,0.35,620,344,0.85,0.73,5,9,1,1,0,0,4,1,6,1
30/3/24,ANDORRA,MIRANDES,1,0,9,8,2,5,0.7,0.3,547,229,0.85,0.65,11,16,1,2,0,0,2,4,4,6
30/3/24,LEGANES,CARTAGENA,0,0,6,6,4,1,0.61,0.39,504,335,0.86,0.75,16,7,3,4,0,0,3,1,6,4
30/3/24,ALBACETE,HUESCA,1,1,20,6,6,3,0.54,0.46,462,419,0.8,0.78,10,10,2,3,0,0,3,0,10,5
30/3/24,GIJON,SANTANDER,2,3,13,9,5,3,0.52,0.48,,,,,17,18,6,5,1,0,4,0,0,4
31/3/24,ALCORCON,AMOREBIETA,1,1,11,8,4,5,0.55,0.45,434,361,0.77,0.74,8,12,3,1,0,1,3,0,4,2
31/3/24,FERROL,ELCHE,1,0,11,8,4,3,0.38,0.62,306,489,0.69,0.79,10,11,2,5,0,0,6,3,0,7
31/3/24,ZARAGOZA,TENERIFE,3,1,11,9,6,4,0.33,0.67,276,587,0.65,0.85,15,14,0,3,0,0,1,0,9,2
31/3/24,OVIEDO,VILLARREALB,2,1,11,13,4,6,0.51,0.49,455,432,0.81,0.8,20,14,1,3,0,0,3,0,5,8
5/4/24,ELCHE,OVIEDO,0,2,21,8,6,4,0.71,0.29,586,253,0.86,0.68,14,13,2,5,0,0,1,1,9,4
5/4/24,AMOREBIETA,FERROL,3,1,6,14,4,3,0.37,0.63,296,490,0.68,0.83,15,15,1,1,0,0,2,5,4,6
6/4/24,ELDENSE,ANDORRA,0,2,18,11,4,3,0.57,0.43,396,306,0.75,0.64,18,13,4,2,0,0,3,3,6,5
6/4/24,LEVANTE,ZARAGOZA,2,1,17,13,3,6,0.6,0.4,422,278,0.81,0.72,19,17,2,3,0,0,1,2,7,3
7/4/24,HUESCA,LEGANES,0,0,6,5,2,1,0.52,0.48,453,430,0.85,0.85,14,14,4,6,0,0,1,2,6,2
7/4/24,MIRANDES,GIJON,1,3,9,11,3,3,0.4,0.6,340,508,0.77,0.83,14,13,5,1,0,0,1,1,1,3
7/4/24,VILLARREALB,BURGOS,2,1,14,20,6,6,0.41,0.59,376,510,0.77,0.84,17,7,3,1,0,0,1,2,5,8
7/4/24,ESPANYOL,ALBACETE,2,1,9,9,5,4,0.54,0.46,461,394,0.85,0.79,17,9,2,3,1,0,0,2,5,8
7/4/24,TENERIFE,EIBAR,2,1,7,19,3,5,0.42,0.58,360,480,0.76,0.84,14,11,4,5,0,0,1,1,1,6
7/4/24,CARTAGENA,VALLADOLID,0,2,15,6,3,5,0.61,0.39,516,341,0.81,0.76,9,7,3,0,0,0,2,0,5,0
8/4/24,SANTANDER,ALCORCON,0,1,21,9,10,4,0.65,0.35,499,263,0.83,0.66,10,18,2,4,0,2,4,1,13,3
