JugadorID,Nombre,Minutos jugados,Partidos jugados,Goles,Tarj. amarillas,Tarj. roja,EquipoID,Alineacion
630,Haissem Hassan,1208',27,0,2,0,VILLARREALB,DEL
631,Javi Ontiveros,1039',25,3,4,0,VILLARREALB,DEL
632,Mamadou Mbacke,1990',25,3,6,0,VILLARREALB,DEF
633,Carlos Romero,1001',24,0,3,0,VILLARREALB,DEF
634,Iker Álvarez,2070',23,0,1,0,VILLARREALB,POR
635,Álex Millán,1345',20,4,3,0,VILLARREALB,DEL
636,Pablo Íñiguez,1500',19,2,2,0,VILLARREALB,DEF
637,Thiago Ojeda,572',14,1,1,0,VILLARREALB,DEL
638,Tiago Geralnik,521',13,1,1,0,VILLARREALB,CEN
639,Nikita Iosifov,214',13,1,0,0,VILLARREALB,CEN
640,Abraham Rando,811',12,0,1,0,VILLARREALB,DEF
641,Arana,370',12,2,4,0,VILLARREALB,DEL
642,Filip Jørgensen,990',11,0,2,0,VILLARREALB,POR
643,Rodrigo Alonso,509',9,0,1,0,VILLARREALB,CEN
644,Gianni Cassaro,720',8,0,0,0,VILLARREALB,POR
645,Hugo Pérez,456',6,0,4,0,VILLARREALB,DEF
646,Ramón Terrats,445',5,0,2,0,VILLARREALB,CEN
647,Liberman Torres,121',4,0,0,0,VILLARREALB,DEF
648,Daniel Clavijo,79',1,0,0,0,VILLARREALB,CEN
649,Iker Goujón,15',1,0,0,0,VILLARREALB,DEL
650,Reque,11',1,0,0,0,VILLARREALB,CEN
651,Valentín Vada,2061',37,4,7,0,ZARAGOZA,CEN
652,Francho,2518',36,1,3,0,ZARAGOZA,CEN
653,Jair Amador,3115',36,3,5,0,ZARAGOZA,DEF
654,Puche,1176',36,1,3,0,ZARAGOZA,DEL
655,Giuliano Simeone,2814',36,9,4,0,ZARAGOZA,DEL
656,Cristian Álvarez,3150',35,0,2,0,ZARAGOZA,POR
657,Jaume Grau,2250',35,1,10,0,ZARAGOZA,DEL
658,Fran Gámez,2429',34,1,7,0,ZARAGOZA,DEF
659,Bermejo,2208',33,5,3,0,ZARAGOZA,DEL
660,Larra,1453',33,0,2,0,ZARAGOZA,DEF
661,Lluís López,2674',31,1,8,0,ZARAGOZA,DEF
662,Zapater,1347',29,1,4,1,ZARAGOZA,CEN
663,Víctor Mollejo,1599',28,3,4,0,ZARAGOZA,DEL
664,Manu Molina,1330',25,0,4,0,ZARAGOZA,CEN
665,Nieto,1899',24,0,3,0,ZARAGOZA,DEF
666,Alejandro Francés,1892',23,0,4,0,ZARAGOZA,DEF
667,Gabriel Fuentes,1702',22,0,3,0,ZARAGOZA,DEF
668,Makhtar Gueye,617',22,0,1,0,ZARAGOZA,DEL
669,Eugeni,597',21,0,1,0,ZARAGOZA,CEN
670,Iván Azón,1079',19,3,0,0,ZARAGOZA,DEL
671,Bebé,1284',16,4,3,0,ZARAGOZA,DEL
672,Tomás Alarcón,514',12,0,2,1,ZARAGOZA,CEN
673,Radosav Petrović,241',9,0,5,1,ZARAGOZA,CEN
674,Pau Sans,113',7,0,0,0,ZARAGOZA,DEL
675,Marcos Luna,286',6,0,1,0,ZARAGOZA,DEF
676,Ratón,450',5,0,0,0,ZARAGOZA,POR
677,Juanjo Narváez,158',3,0,0,0,ZARAGOZA,DEL
678,Dani Rebollo,180',2,0,0,0,ZARAGOZA,POR
679,Pep Chavarría,180',2,0,0,0,ZARAGOZA,DEF
680,Vigaray,23',2,0,0,0,ZARAGOZA,DEF
681,Lasure,19',1,0,0,0,ZARAGOZA,DEF
682,Jairo Quinteros,11',1,0,1,0,ZARAGOZA,DEF
